ShellSort,10,0.027648
ShellSort,10,0.013312
ShellSort,10,0.017408
ShellSort,10,0.02816
ShellSort,10,0.025856
ShellSort,10,0.012288
ShellSort,10,0.025856
ShellSort,10,0.0128
ShellSort,10,0.02944
ShellSort,10,0.019712
ShellSort,10,0.012544
ShellSort,10,0.013056
ShellSort,10,0.025088
ShellSort,10,0.030976
ShellSort,10,0.0192
ShellSort,10,0.0128
ShellSort,10,0.016896
ShellSort,10,0.014336
ShellSort,10,0.012288
ShellSort,10,0.013568
ShellSort,10,0.027648
ShellSort,10,0.034304
ShellSort,10,0.013568
ShellSort,10,0.0128
ShellSort,10,0.025344
ShellSort,10,0.032256
ShellSort,10,0.032256
ShellSort,10,0.024832
ShellSort,10,0.02176
ShellSort,10,0.016896
MergeSort,10,0.024576
MergeSort,10,0.023808
MergeSort,10,0.043776
MergeSort,10,0.02304
MergeSort,10,0.026624
MergeSort,10,0.021248
MergeSort,10,0.017664
MergeSort,10,0.018944
MergeSort,10,0.033024
MergeSort,10,0.055552
MergeSort,10,0.032512
MergeSort,10,0.031232
MergeSort,10,0.01792
MergeSort,10,0.031488
MergeSort,10,0.037376
MergeSort,10,0.049664
MergeSort,10,0.037888
MergeSort,10,0.02304
MergeSort,10,0.027648
MergeSort,10,0.02432
MergeSort,10,0.041216
MergeSort,10,0.036352
MergeSort,10,0.031232
MergeSort,10,0.018688
MergeSort,10,0.026368
MergeSort,10,0.038912
MergeSort,10,0.031744
MergeSort,10,0.039168
MergeSort,10,0.017664
MergeSort,10,0.024576
Selection,10,0.062208
Selection,10,0.041472
Selection,10,0.01152
Selection,10,0.012032
Selection,10,0.018688
Selection,10,0.029952
Selection,10,0.050176
Selection,10,0.0128
Selection,10,0.019968
Selection,10,0.012544
Selection,10,0.017408
Selection,10,0.032512
Selection,10,0.033024
Selection,10,0.012288
Selection,10,0.033536
Selection,10,0.025344
Selection,10,0.012032
Selection,10,0.037376
Selection,10,0.025344
Selection,10,0.032768
Selection,10,0.027392
Selection,10,0.011776
Selection,10,0.012288
Selection,10,0.020736
Selection,10,0.044544
Selection,10,0.02176
Selection,10,0.04352
Selection,10,0.027392
Selection,10,0.0256
Selection,10,0.021504
QuickSort pivô central,10,0.036608
QuickSort pivô central,10,0.030976
QuickSort pivô central,10,0.049664
QuickSort pivô central,10,0.015616
QuickSort pivô central,10,0.018944
QuickSort pivô central,10,0.032
QuickSort pivô central,10,0.031744
QuickSort pivô central,10,0.01664
QuickSort pivô central,10,0.04608
QuickSort pivô central,10,0.015872
QuickSort pivô central,10,0.047104
QuickSort pivô central,10,0.063488
QuickSort pivô central,10,0.017152
QuickSort pivô central,10,0.015616
QuickSort pivô central,10,0.015104
QuickSort pivô central,10,0.163584
QuickSort pivô central,10,0.028928
QuickSort pivô central,10,0.015616
QuickSort pivô central,10,0.031744
QuickSort pivô central,10,0.015872
QuickSort pivô central,10,0.021504
QuickSort pivô central,10,0.01536
QuickSort pivô central,10,0.027904
QuickSort pivô central,10,0.030208
QuickSort pivô central,10,0.035584
QuickSort pivô central,10,0.02176
QuickSort pivô central,10,0.016128
QuickSort pivô central,10,0.018944
QuickSort pivô central,10,0.054784
QuickSort pivô central,10,0.022784
QuickSort pivô mediana,10,0.026368
QuickSort pivô mediana,10,0.133888
QuickSort pivô mediana,10,0.022272
QuickSort pivô mediana,10,0.01536
QuickSort pivô mediana,10,0.035584
QuickSort pivô mediana,10,0.016384
QuickSort pivô mediana,10,0.01664
QuickSort pivô mediana,10,0.030464
QuickSort pivô mediana,10,0.031232
QuickSort pivô mediana,10,0.019456
QuickSort pivô mediana,10,0.0192
QuickSort pivô mediana,10,0.022272
QuickSort pivô mediana,10,0.03072
QuickSort pivô mediana,10,0.015616
QuickSort pivô mediana,10,0.015872
QuickSort pivô mediana,10,0.02432
QuickSort pivô mediana,10,0.056576
QuickSort pivô mediana,10,0.022016
QuickSort pivô mediana,10,0.01536
QuickSort pivô mediana,10,0.015872
QuickSort pivô mediana,10,0.016128
QuickSort pivô mediana,10,0.016896
QuickSort pivô mediana,10,0.019712
QuickSort pivô mediana,10,0.029184
QuickSort pivô mediana,10,0.016384
QuickSort pivô mediana,10,0.032256
QuickSort pivô mediana,10,0.027904
QuickSort pivô mediana,10,0.015872
QuickSort pivô mediana,10,0.01792
QuickSort pivô mediana,10,0.020224
QuickSort parcial,10,0.014848
QuickSort parcial,10,0.015104
QuickSort parcial,10,0.022528
QuickSort parcial,10,0.023296
QuickSort parcial,10,0.022272
QuickSort parcial,10,0.037888
QuickSort parcial,10,0.01536
QuickSort parcial,10,0.016128
